survey_year,company_size,num_employees,annual_revenue_usd_millions,company_age,ai_adoption_rate,ai_adoption_stage,years_using_ai,num_ai_tools_used,ai_projects_active,ai_training_hours,ai_budget_percentage,ai_maturity_score,ai_failure_rate,ai_investment_per_employee,regulatory_compliance_score,data_privacy_level,ai_ethics_committee,ai_risk_management_score,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,productivity_change_percent,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,innovation_score,quarter_sin,quarter_cos,country_Australia,country_Brazil,country_Canada,country_Chile,country_China,country_Colombia,country_Egypt,country_France,country_Germany,country_India,country_Indonesia,country_Italy,country_Japan,country_Kenya,country_Malaysia,country_Netherlands,country_New Zealand,country_Nigeria,country_Philippines,country_Poland,country_Singapore,country_South Africa,country_South Korea,country_Spain,country_Sweden,country_Thailand,country_UK,country_USA,country_Vietnam,region_Asia,region_Europe,region_North America,region_Oceania,region_South America,industry_Consulting,industry_Education,industry_Finance,industry_Healthcare,industry_Logistics,industry_Manufacturing,industry_Retail,industry_Technology,ai_primary_tool_Claude,ai_primary_tool_Custom Internal AI,ai_primary_tool_Gemini,ai_primary_tool_GitHub Copilot,ai_primary_tool_Other,ai_use_case_Fraud Detection,ai_use_case_HR Automation,ai_use_case_Marketing Automation,ai_use_case_Medical Diagnostics,ai_use_case_Predictive Maintenance,ai_use_case_Software Development,ai_use_case_Supply Chain Optimization,cost_reduction_percent,customer_satisfaction
2024,2,8940,6725.72,11,43.48,2,3,3,8,32.28,8.6,0.383,23.99,64708.83,74,1,0,66,58.41,6.3,27.16,5.68,12.65,514,379,728,-0.71,57,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4.21,6.13
2024,1,670,291.47,7,18.79,1,6,2,6,11.36,6.56,0.235,38.22,28553.11,68,1,1,60,29.09,4.97,0.43,0.63,4.33,8,16,43,3.2,50,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.88,3.77
2024,1,483,435.33,18,17.04,1,5,1,0,21.62,4.75,0.153,22.19,42811.47,70,2,1,66,37.96,5.14,7.87,2.2,5.63,14,8,36,-4.7,40,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.61
2024,2,5791,6582.38,15,48.66,2,5,2,8,33.44,13.97,0.459,21.9,158758.55,50,0,0,53,70.9,5.91,30.04,8.73,10.96,241,371,529,0.83,50,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.36,6.24
2023,1,546,376.88,1,24.56,1,1,3,6,22.98,8.32,0.307,28.94,57409.06,54,2,1,62,22.48,5.1,16.24,2.39,0.59,15,18,32,-0.6,50,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,4.07
2026,1,996,90.05,4,43.88,2,4,4,7,22.44,8.13,0.319,21.95,7349.68,68,1,0,57,63.68,5.24,21.4,6.19,7.4,46,49,78,-1.64,61,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.11,4.9
2024,0,64,21.08,11,41.06,2,3,2,7,48.98,8.37,0.432,16.4,27583.41,72,2,0,59,36.42,5.88,16.87,8.71,12.34,2,4,8,7.42,52,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.41,5.92
2025,1,794,195.31,7,51.46,2,4,3,7,38.15,13.57,0.457,13.64,33370.1,77,2,1,64,58.46,5.94,30.22,8.85,10.53,45,38,63,0.52,58,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.04,6.1
2025,2,4709,7386.67,14,57.71,2,7,2,8,53.95,13.12,0.533,15.23,205788.86,67,0,0,66,68.35,6.45,28.71,7.64,17.11,330,254,544,18.58,70,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1.72,5.53
2025,1,425,485.27,23,25.51,1,8,1,0,6.93,8.75,0.145,38.19,99853.64,86,1,0,49,37.32,5.23,18.99,5.82,11.73,18,10,11,-3.17,58,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.43,4.8
2024,0,21,35.4,27,54.64,2,8,4,7,28.27,11.09,0.382,24.2,186884.14,56,1,1,58,27.67,5.46,24.42,7.79,15.01,1,1,2,7.54,53,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.91,5.16
2023,1,459,208.53,10,39.7,2,3,2,2,33.42,8.85,0.291,25.38,40212.58,86,1,0,57,52.22,4.86,16.56,7.21,14.51,13,22,42,6.07,53,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.27,4.18
2024,1,164,364.28,7,34.8,1,7,1,5,24.44,8.11,0.293,36.42,180167.03,70,1,1,68,41.71,6.12,22.45,5.01,5.37,9,7,10,3.99,62,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.43,5.49
2023,1,751,462.63,4,36.58,2,4,2,10,22.75,11.8,0.419,29.24,72719.9,65,1,1,66,44.67,6.83,22.51,7.61,3.66,30,36,38,-0.19,57,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,4.83
2024,0,70,25.31,9,57.98,2,5,2,7,29.41,9.37,0.364,27.58,33891.18,68,1,1,72,42.93,5.31,44.39,14.04,13.43,6,4,6,6.62,67,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.1,6.88
2024,1,795,357.19,9,49.25,2,6,3,7,28.81,12.65,0.405,21.77,56844.8,76,2,0,47,55.35,5.46,20.6,6.31,10.06,51,33,60,17.79,46,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3.68,4.79
2024,1,985,403.61,8,32.36,1,3,2,13,29.69,9.55,0.468,27.29,39115.9,73,2,1,61,53.38,5.77,12.22,5.39,6.95,27,52,98,4.21,45,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.91,4.79
2025,0,44,36.15,3,28.85,1,2,1,5,12.87,6.13,0.219,24.53,50325.66,73,1,0,54,45.42,4.83,18.84,5.51,6.31,2,2,2,1.69,42,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.88,3.92
2026,1,638,228.38,7,33.41,1,3,1,2,34.92,8.25,0.289,25.31,29514.2,73,1,1,65,55.92,5.11,15.49,4.55,4.91,19,19,33,-3.45,65,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.41,5.3
2025,2,16059,9303.62,30,53.64,2,5,3,8,41.18,7.81,0.409,21.44,45267.4,82,1,0,63,48.26,5.63,38.31,7.5,19.29,1474,1070,1612,10.66,53,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.11,5.54
2023,2,17128,3912.14,18,48.16,2,2,4,12,32.55,13.5,0.516,10.71,30825.3,85,1,1,80,56.31,7.2,17.51,7.12,17.68,373,1290,1171,6.31,65,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.62,6.5
2023,0,75,47.5,16,44.15,2,6,3,8,29.14,14.76,0.452,24.06,93475.65,66,2,0,65,54.69,6.14,18.93,4.62,14.95,2,4,3,4.42,54,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.46,5.64
2025,1,672,62.68,15,27.54,1,9,1,8,39.22,9.28,0.42,14.62,8656.22,54,2,1,62,22.7,6.62,22.34,7.32,13.08,33,26,45,12.84,43,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79,5.35
2025,0,35,49.92,25,51.97,2,7,3,10,25.11,10.28,0.408,27.38,146571.63,85,2,0,58,44.93,4.92,34.78,15.45,7.98,3,2,2,2.14,53,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3.6,3.94
2024,1,700,78.91,34,48.85,2,8,3,8,24.45,13.37,0.414,19.62,15075.41,76,1,1,60,59.57,7.15,32.11,7.3,3.53,54,46,41,6.95,66,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.88,5.62
2026,0,44,5.68,33,44.56,2,5,3,6,32.72,8.42,0.349,17.4,10874.86,70,1,0,51,29.24,7.23,21.38,8.46,12.11,2,2,4,9.26,56,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.41,6.32
2023,2,3720,1014.91,22,40.64,2,6,3,8,39.79,10.02,0.433,20.41,27347.95,82,2,0,68,49.9,5.08,14.96,4.08,19.69,87,173,328,0.01,62,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,6.09
2024,1,215,314.57,20,15.06,1,2,1,0,23.47,1.91,0.123,39.38,27968.17,62,2,1,72,28.32,4.57,16.56,6.55,4.14,5,2,19,-0.06,52,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.04,3.86
2024,1,706,139.7,21,20.95,1,2,3,4,26.88,3.16,0.221,33.52,6252.2,50,2,0,56,28.16,6.16,14.74,3.52,1.89,18,17,26,-5.0,42,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8.09,3.72
2025,2,18321,8824.72,5,37.84,2,5,3,6,32.72,10.41,0.375,23.12,50129.95,54,1,0,45,23.25,5.57,13.11,12.33,1.91,867,726,1889,10.06,70,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3.84
2023,0,26,17.77,7,38.01,2,4,2,8,34.15,7.15,0.371,21.12,48879.74,58,1,0,43,49.28,6.23,28.74,8.16,9.85,2,1,2,3.66,68,1.0,6.123233995736766e-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61,4.62
2024,1,632,128.27,21,38.04,2,2,2,10,40.66,6.92,0.428,30.79,14045.74,75,2,0,73,36.39,5.76,16.43,4.63,5.42,7,30,81,-1.03,63,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.48,2.89
2024,0,22,22.91,12,46.54,2,4,4,13,37.66,9.75,0.504,19.77,101572.84,63,1,0,56,36.25,6.64,21.28,9.35,10.04,1,2,1,-2.59,70,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.48,6.56
2024,2,19426,1031.81,33,38.35,2,5,1,6,26.4,11.19,0.359,27.83,5942.22,77,2,0,52,73.19,5.47,26.6,7.37,8.52,1076,802,1685,0.3,49,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.34,5.57
2026,1,566,276.52,26,36.4,2,3,2,4,25.19,6.2,0.254,25.24,30279.43,74,1,1,72,38.51,5.7,29.96,9.2,10.16,42,24,25,5.6,46,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7.08,6.72
2023,0,66,10.43,32,15.85,1,5,1,6,12.58,5.74,0.229,26.8,9071.54,74,2,0,51,30.05,6.53,18.73,4.96,8.34,3,1,3,8.05,54,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.42,4.52
2023,0,22,1.02,25,49.88,2,2,3,11,33.53,12.43,0.489,25.69,5765.11,77,1,1,65,37.27,5.82,25.78,8.29,14.06,2,1,2,10.73,65,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.78,5.84
2024,0,48,48.35,2,35.89,2,2,2,6,41.18,5.7,0.348,16.86,57408.67,60,2,1,70,43.64,5.73,19.91,8.03,9.01,2,2,4,18.0,48,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.74,5.01
2024,2,8898,8108.98,20,36.72,2,8,4,5,26.94,11.54,0.349,23.25,105190.2,67,2,0,40,59.32,6.16,23.37,9.76,13.32,536,345,541,2.89,67,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.21,6.49
2024,0,38,45.49,23,11.7,1,8,2,3,13.89,2.29,0.138,25.88,27429.44,65,1,0,50,29.38,4.38,5.77,3.34,0.15,0,0,2,2.39,42,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,3.46
2025,0,79,2.81,13,35.92,2,5,2,2,28.35,9.05,0.272,26.24,3220.31,75,2,0,56,51.55,3.81,22.13,6.07,10.08,2,3,6,7.21,60,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.85
2023,0,91,20.26,30,39.04,2,7,2,8,39.23,6.86,0.388,14.86,15280.81,70,1,1,69,67.92,6.1,20.79,6.77,8.84,4,5,7,7.31,50,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.51,3.9
2025,0,95,32.56,18,40.37,2,8,3,5,31.16,10.31,0.351,24.54,35352.44,77,1,1,65,58.64,7.37,11.59,4.34,16.01,2,6,7,4.16,59,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3.99,5.59
2025,0,51,13.67,18,51.76,2,9,3,6,53.94,11.08,0.473,15.63,29708.46,52,2,0,57,48.34,5.54,24.5,8.91,8.59,3,4,7,1.0,57,1.0,6.123233995736766e-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.71,6.44
2026,1,173,207.5,23,40.48,2,7,3,6,28.23,9.96,0.35,25.54,119431.64,58,2,0,60,28.18,5.22,10.4,6.08,8.97,0,8,11,4.08,46,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.82,6.9
2024,1,347,261.82,27,33.17,1,5,3,7,22.51,8.28,0.321,26.29,62454.73,88,1,0,67,21.97,5.28,26.2,5.74,10.79,20,10,17,14.48,53,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.84,6.61
2024,1,302,245.03,17,8.12,0,0,1,3,18.09,9.17,0.248,32.45,74414.68,58,1,0,40,32.41,4.49,1.26,1.1,5.21,0,6,5,0.53,59,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.8,5.84
2025,1,329,371.81,32,12.97,1,8,3,6,6.56,5.83,0.205,38.43,65882.39,78,1,1,76,44.17,5.14,5.46,5.56,0.24,5,4,6,0.84,49,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,4.86
2024,1,645,107.94,9,25.64,1,6,2,8,1.36,7.01,0.232,28.43,11729.81,69,2,0,48,22.13,5.43,23.02,6.07,3.84,27,28,5,-5.0,40,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.4,4.35
2024,1,858,190.66,27,38.81,2,3,3,8,36.27,11.12,0.433,23.57,24707.39,89,2,0,63,33.43,5.24,8.81,2.6,9.15,8,35,61,-1.5,56,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.58,5.31
2024,2,11710,9047.08,18,25.73,1,5,2,10,19.59,11.88,0.407,33.56,91756.63,82,1,0,64,50.02,6.02,6.68,1.47,5.77,94,408,436,-5.0,47,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.13,6.41
2024,2,15048,7260.98,5,55.78,2,5,3,6,31.84,13.81,0.417,24.53,66626.83,70,2,0,53,54.78,6.53,17.05,4.78,15.18,620,1022,801,12.57,58,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.13,5.11
2024,0,91,40.93,3,28.91,1,1,2,5,28.75,11.47,0.356,26.06,51591.19,58,0,1,62,66.46,6.05,15.07,4.77,6.23,3,4,6,1.08,55,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.8,4.57
2024,1,286,63.12,19,33.97,1,8,3,7,29.8,9.86,0.372,24.34,21768.64,73,1,0,57,46.16,4.84,12.11,4.78,6.83,7,14,9,2.6,62,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.59,5.45
2025,0,53,5.2,35,48.61,2,8,4,13,36.75,10.98,0.516,20.17,10776.04,76,0,1,69,48.79,6.83,26.98,6.95,13.75,3,3,6,7.18,54,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.93,6.01
2023,2,7640,5614.81,12,22.06,1,2,2,8,0.0,3.54,0.181,40.0,26031.71,68,2,0,46,30.3,5.76,17.56,4.52,0.04,253,178,267,-5.0,48,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.86,3.91
2024,2,5241,5132.27,11,67.75,2,3,4,7,52.68,12.9,0.508,13.58,126352.9,81,0,1,65,69.23,5.98,41.0,12.42,14.5,447,314,558,10.66,66,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12.3,6.73
2025,0,77,13.48,19,41.27,2,3,2,10,14.71,11.13,0.376,28.38,19489.0,67,0,1,72,57.98,6.26,20.75,7.74,18.08,3,3,4,11.75,63,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.77,6.45
2025,2,10546,1936.04,27,52.84,2,5,3,13,48.54,8.07,0.527,17.78,14821.91,72,1,1,81,43.05,4.84,25.17,7.15,11.29,452,625,895,6.15,66,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7.29,5.8
2025,1,454,297.11,22,28.38,1,9,1,5,30.97,11.95,0.372,36.01,78215.51,75,1,1,60,38.81,5.89,13.52,4.41,12.51,23,20,38,7.1,40,-1.0,-1.8369701987210294e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.27,5.68
2025,0,79,18.05,7,30.1,1,6,3,7,23.9,6.84,0.307,30.45,15622.63,73,1,0,47,33.41,5.59,1.47,1.19,10.28,0,3,2,5.11,51,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,6.51
